panel,record,rule,severity,mean,ci_low,ci_high,n,forward,metric,rate_scope,condition,seed,value,relation,block,trained_rule,variant,comparison,positive,holm_p
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,common rate 0.03,2026100200.0,0.0474112364271292,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,common rate 0.03,2026100201.0,0.0462947952169056,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,common rate 0.03,2026100202.0,0.0471759429922375,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,common rate 0.03,2026100203.0,0.0466408337671973,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,common rate 0.03,2026100204.0,0.0461031396126719,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,common rate 0.03,2026100205.0,0.0464527581832864,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,common rate 0.03,2026100206.0,0.0489576736059502,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,common rate 0.03,2026100207.0,0.047109508050224,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,common rate 0.03,2026100208.0,0.0470130998813847,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,common rate 0.03,2026100209.0,0.0497845206461694,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,common rate 0.03,2026100210.0,0.0489762283600451,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,common rate 0.03,2026100211.0,0.0487513921893193,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,common rate 0.03,2026100212.0,0.0489897254639938,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,common rate 0.03,2026100213.0,0.0463129484252854,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,common rate 0.03,2026100214.0,0.0481289771276869,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,common rate 0.03,2026100215.0,0.0489003604026301,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,common rate 0.03,2026100216.0,0.0479504491975673,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,common rate 0.03,2026100217.0,0.0479176414657362,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,common rate 0.03,2026100218.0,0.045330881163699,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,common rate 0.03,2026100219.0,0.0495747185402537,,,,,,,
E,mean and bootstrap interval,exact,,5.0968166857963424e-05,4.695074806991113e-05,5.50674131771325e-05,20.0,,test_nmse,,separable target,,,,,,,,,
E,seed outcome,exact,,,,,,,test_nmse,,separable target,2026100200.0,5.525752312305419e-05,,,,,,,
E,seed outcome,exact,,,,,,,test_nmse,,separable target,2026100201.0,3.854399320160749e-05,,,,,,,
E,seed outcome,exact,,,,,,,test_nmse,,separable target,2026100202.0,5.2626713939604186e-05,,,,,,,
E,seed outcome,exact,,,,,,,test_nmse,,separable target,2026100203.0,3.9244124225453694e-05,,,,,,,
E,seed outcome,exact,,,,,,,test_nmse,,separable target,2026100204.0,6.474958500342354e-05,,,,,,,
E,seed outcome,exact,,,,,,,test_nmse,,separable target,2026100205.0,6.536339480700814e-05,,,,,,,
E,seed outcome,exact,,,,,,,test_nmse,,separable target,2026100206.0,4.4195068133511744e-05,,,,,,,
E,seed outcome,exact,,,,,,,test_nmse,,separable target,2026100207.0,6.778077476349867e-05,,,,,,,
E,seed outcome,exact,,,,,,,test_nmse,,separable target,2026100208.0,5.511679970272932e-05,,,,,,,
E,seed outcome,exact,,,,,,,test_nmse,,separable target,2026100209.0,5.2389238623329886e-05,,,,,,,
E,seed outcome,exact,,,,,,,test_nmse,,separable target,2026100210.0,5.279440043713365e-05,,,,,,,
E,seed outcome,exact,,,,,,,test_nmse,,separable target,2026100211.0,6.136976568626152e-05,,,,,,,
E,seed outcome,exact,,,,,,,test_nmse,,separable target,2026100212.0,5.93291373419797e-05,,,,,,,
E,seed outcome,exact,,,,,,,test_nmse,,separable target,2026100213.0,4.438658788045516e-05,,,,,,,
E,seed outcome,exact,,,,,,,test_nmse,,separable target,2026100214.0,5.072816238429313e-05,,,,,,,
E,seed outcome,exact,,,,,,,test_nmse,,separable target,2026100215.0,3.8640217165554375e-05,,,,,,,
E,seed outcome,exact,,,,,,,test_nmse,,separable target,2026100216.0,3.95791625299821e-05,,,,,,,
E,seed outcome,exact,,,,,,,test_nmse,,separable target,2026100217.0,4.857921156685815e-05,,,,,,,
E,seed outcome,exact,,,,,,,test_nmse,,separable target,2026100218.0,5.113346659607942e-05,,,,,,,
E,seed outcome,exact,,,,,,,test_nmse,,separable target,2026100219.0,3.755601004745036e-05,,,,,,,
E,mean and bootstrap interval,broadcast,,0.00015873265191539002,0.00014453461911480124,0.00017412283581092475,20.0,,test_nmse,,separable target,,,,,,,,,
E,seed outcome,broadcast,,,,,,,test_nmse,,separable target,2026100200.0,0.000105900866788,,,,,,,
E,seed outcome,broadcast,,,,,,,test_nmse,,separable target,2026100201.0,0.0001278029515494,,,,,,,
E,seed outcome,broadcast,,,,,,,test_nmse,,separable target,2026100202.0,0.0002123011448592,,,,,,,
E,seed outcome,broadcast,,,,,,,test_nmse,,separable target,2026100203.0,0.0001406380210636,,,,,,,
E,seed outcome,broadcast,,,,,,,test_nmse,,separable target,2026100204.0,0.0001732487884592,,,,,,,
E,seed outcome,broadcast,,,,,,,test_nmse,,separable target,2026100205.0,0.0001696870394457,,,,,,,
E,seed outcome,broadcast,,,,,,,test_nmse,,separable target,2026100206.0,0.0001441407045507,,,,,,,
E,seed outcome,broadcast,,,,,,,test_nmse,,separable target,2026100207.0,0.0002494589150203,,,,,,,
E,seed outcome,broadcast,,,,,,,test_nmse,,separable target,2026100208.0,0.0001776213927716,,,,,,,
E,seed outcome,broadcast,,,,,,,test_nmse,,separable target,2026100209.0,0.0001567706119623,,,,,,,
E,seed outcome,broadcast,,,,,,,test_nmse,,separable target,2026100210.0,0.0001848623457198,,,,,,,
E,seed outcome,broadcast,,,,,,,test_nmse,,separable target,2026100211.0,0.0001302229020021,,,,,,,
E,seed outcome,broadcast,,,,,,,test_nmse,,separable target,2026100212.0,0.000163354627992,,,,,,,
E,seed outcome,broadcast,,,,,,,test_nmse,,separable target,2026100213.0,0.0001546909229544,,,,,,,
E,seed outcome,broadcast,,,,,,,test_nmse,,separable target,2026100214.0,0.0001340697321161,,,,,,,
E,seed outcome,broadcast,,,,,,,test_nmse,,separable target,2026100215.0,0.0001553668354786,,,,,,,
E,seed outcome,broadcast,,,,,,,test_nmse,,separable target,2026100216.0,0.0001470397801729,,,,,,,
E,seed outcome,broadcast,,,,,,,test_nmse,,separable target,2026100217.0,0.0002010264262599,,,,,,,
E,seed outcome,broadcast,,,,,,,test_nmse,,separable target,2026100218.0,0.000124641582546,,,,,,,
E,seed outcome,broadcast,,,,,,,test_nmse,,separable target,2026100219.0,0.000121807446596,,,,,,,
E,mean and bootstrap interval,resistance,,9.320707694485128e-05,8.501332465998934e-05,0.00010208085890892041,20.0,,test_nmse,,separable target,,,,,,,,,
E,seed outcome,resistance,,,,,,,test_nmse,,separable target,2026100200.0,7.538099063516052e-05,,,,,,,
E,seed outcome,resistance,,,,,,,test_nmse,,separable target,2026100201.0,9.32621200160401e-05,,,,,,,
E,seed outcome,resistance,,,,,,,test_nmse,,separable target,2026100202.0,9.263069365704315e-05,,,,,,,
E,seed outcome,resistance,,,,,,,test_nmse,,separable target,2026100203.0,8.53111708958777e-05,,,,,,,
E,seed outcome,resistance,,,,,,,test_nmse,,separable target,2026100204.0,0.0001381406439792,,,,,,,
E,seed outcome,resistance,,,,,,,test_nmse,,separable target,2026100205.0,9.903260296556636e-05,,,,,,,
E,seed outcome,resistance,,,,,,,test_nmse,,separable target,2026100206.0,6.713373608227298e-05,,,,,,,
E,seed outcome,resistance,,,,,,,test_nmse,,separable target,2026100207.0,9.17872492042466e-05,,,,,,,
E,seed outcome,resistance,,,,,,,test_nmse,,separable target,2026100208.0,0.0001107474764079,,,,,,,
E,seed outcome,resistance,,,,,,,test_nmse,,separable target,2026100209.0,0.0001248637721327,,,,,,,
E,seed outcome,resistance,,,,,,,test_nmse,,separable target,2026100210.0,8.250546095203122e-05,,,,,,,
E,seed outcome,resistance,,,,,,,test_nmse,,separable target,2026100211.0,9.34982352260981e-05,,,,,,,
E,seed outcome,resistance,,,,,,,test_nmse,,separable target,2026100212.0,8.750350187136404e-05,,,,,,,
E,seed outcome,resistance,,,,,,,test_nmse,,separable target,2026100213.0,7.73801502990358e-05,,,,,,,
E,seed outcome,resistance,,,,,,,test_nmse,,separable target,2026100214.0,8.9726175439217e-05,,,,,,,
E,seed outcome,resistance,,,,,,,test_nmse,,separable target,2026100215.0,9.219482806861012e-05,,,,,,,
E,seed outcome,resistance,,,,,,,test_nmse,,separable target,2026100216.0,7.471219932087095e-05,,,,,,,
E,seed outcome,resistance,,,,,,,test_nmse,,separable target,2026100217.0,0.0001273462827519,,,,,,,
E,seed outcome,resistance,,,,,,,test_nmse,,separable target,2026100218.0,0.0001021563181275,,,,,,,
E,seed outcome,resistance,,,,,,,test_nmse,,separable target,2026100219.0,5.88279308643909e-05,,,,,,,
E,mean and bootstrap interval,derivative,,7.523475490003512e-05,6.753061479727106e-05,8.35934857459854e-05,20.0,,test_nmse,,separable target,,,,,,,,,
E,seed outcome,derivative,,,,,,,test_nmse,,separable target,2026100200.0,6.274550855772903e-05,,,,,,,
E,seed outcome,derivative,,,,,,,test_nmse,,separable target,2026100201.0,8.041819185429794e-05,,,,,,,
E,seed outcome,derivative,,,,,,,test_nmse,,separable target,2026100202.0,5.900427331547413e-05,,,,,,,
E,seed outcome,derivative,,,,,,,test_nmse,,separable target,2026100203.0,6.0493733640074335e-05,,,,,,,
E,seed outcome,derivative,,,,,,,test_nmse,,separable target,2026100204.0,0.0001195220484831,,,,,,,
E,seed outcome,derivative,,,,,,,test_nmse,,separable target,2026100205.0,8.901233941224521e-05,,,,,,,
E,seed outcome,derivative,,,,,,,test_nmse,,separable target,2026100206.0,4.6284260944215074e-05,,,,,,,
E,seed outcome,derivative,,,,,,,test_nmse,,separable target,2026100207.0,8.989921891918713e-05,,,,,,,
E,seed outcome,derivative,,,,,,,test_nmse,,separable target,2026100208.0,7.83099951248098e-05,,,,,,,
E,seed outcome,derivative,,,,,,,test_nmse,,separable target,2026100209.0,9.604796197544925e-05,,,,,,,
E,seed outcome,derivative,,,,,,,test_nmse,,separable target,2026100210.0,6.466160217446955e-05,,,,,,,
E,seed outcome,derivative,,,,,,,test_nmse,,separable target,2026100211.0,7.207596118992928e-05,,,,,,,
E,seed outcome,derivative,,,,,,,test_nmse,,separable target,2026100212.0,7.886963435842845e-05,,,,,,,
E,seed outcome,derivative,,,,,,,test_nmse,,separable target,2026100213.0,5.919636182804768e-05,,,,,,,
E,seed outcome,derivative,,,,,,,test_nmse,,separable target,2026100214.0,7.045644926299077e-05,,,,,,,
E,seed outcome,derivative,,,,,,,test_nmse,,separable target,2026100215.0,8.167244890502337e-05,,,,,,,
E,seed outcome,derivative,,,,,,,test_nmse,,separable target,2026100216.0,5.154695798212984e-05,,,,,,,
E,seed outcome,derivative,,,,,,,test_nmse,,separable target,2026100217.0,0.0001097874356052,,,,,,,
E,seed outcome,derivative,,,,,,,test_nmse,,separable target,2026100218.0,7.957028165432925e-05,,,,,,,
E,seed outcome,derivative,,,,,,,test_nmse,,separable target,2026100219.0,5.512043281357212e-05,,,,,,,
E,mean and bootstrap interval,shuffled_derivative,,8.955941656260471e-05,8.226436107587766e-05,9.777928978362835e-05,20.0,,test_nmse,,separable target,,,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,separable target,2026100200.0,7.92960047498889e-05,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,separable target,2026100201.0,9.431384737462224e-05,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,separable target,2026100202.0,8.828890690352533e-05,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,separable target,2026100203.0,7.574871353004491e-05,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,separable target,2026100204.0,0.0001346464387956,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,separable target,2026100205.0,9.946819139433144e-05,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,separable target,2026100206.0,6.503463850890466e-05,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,separable target,2026100207.0,8.986382648806306e-05,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,separable target,2026100208.0,0.0001001315707454,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,separable target,2026100209.0,9.165040977971476e-05,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,separable target,2026100210.0,7.772706327745864e-05,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,separable target,2026100211.0,9.270991451747204e-05,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,separable target,2026100212.0,9.045937816951234e-05,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,separable target,2026100213.0,7.93838726382922e-05,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,separable target,2026100214.0,8.42977742694443e-05,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,separable target,2026100215.0,9.346428865979604e-05,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,separable target,2026100216.0,6.792305413455255e-05,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,separable target,2026100217.0,0.0001284179344342,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,separable target,2026100218.0,9.87296570951481e-05,,,,,,,
E,seed outcome,shuffled_derivative,,,,,,,test_nmse,,separable target,2026100219.0,5.963284578612279e-05,,,,,,,
E,primary contrast,resistance,,0.0503343229223332,0.0499323993167367,0.0507430994134622,20.0,,,,selected rates,,,,,,,resistance minus derivative,20.0,3.814697265625e-06
E,primary contrast,shuffled_derivative,,0.0435251674646435,0.0417754164456828,0.0452641458836293,20.0,,,,selected rates,,,,,,,shuffled_derivative minus derivative,20.0,3.814697265625e-06
